sidecarCode,averageUnitPrice
904721261,0.3462222222222222
71335015003,0.25753333333333334
52959079902,12.828
59651078205,0.37522222222222223
72162204601,0.8720833333333333
527190636,0.7514666666666667
60760021520,1.4919999999999998
990613803,0.007789999999999999
76282073045,0.29688888888888887
51079013301,0.5604166666666667
63187044990,0.2613333333333333
67544013070,0.30175
406839001,1.0291333333333335
31722053612,0.2659722222222222
52959053512,0.48108333333333336
70370305002,25.231333333333335
68382065201,0.4781777777777778
63629887001,0.40236111111111117
310678030,20.184666666666665
70518319500,0.9643333333333334
50090014501,0.2990740740740741
71335062001,0.5911666666666666
16714047601,2.6847142857142856
603548221,0.3202333333333333
68788793206,0.2961388888888889
68788827201,0.6845
76282032901,0.3373611111111111
60505082901,1.6676250000000004
55700040860,0.5584166666666667
55289064528,4.181333333333333
80425008901,0.2863555555555556
63629399504,0.3381111111111111
13925054012,0.7060833333333333
409140212,2.02
81952013506,10.988333333333333
440720092,0.6666666666666665
72189048230,0.8945833333333333
60760083430,0.2843611111111111
93573201,6.183166666666667
60006011821,100.226
43547055803,1.5985555555555557
71335134804,0.24020000000000002
63739079610,0.26217777777777773
71610048260,0.3630222222222222
68788829003,0.9166666666666666
52565008704,2.545508474576271
82009006105,0.3181666666666667
33261089530,0.30730555555555555
33261034414,0.6785333333333334
832605310,0.2511777777777778
904708006,0.6585333333333333
72789027620,1.4919999999999998
9002901,0.3985000000000001
50090585700,7.235466666666667
50090080600,0.35374999999999995
80725000601,0.31703333333333333
52959007201,0.5745111111111111
42546077430,4.677333333333333
70934049030,0.275962962962963
68788812701,0.8268666666666665
51991089830,2.0343333333333335
63402030810,0.9613333333333334
72241002410,0.6297499999999999
72162139101,0.47715
68001023500,0.31095555555555554
51672530502,37.22533333333333
68180051209,0.2389166666666667
45129020863,7.841833333333334
53217015730,0.6297499999999999
52817019010,0.6576666666666667
65862014205,0.15803703703703706
68788925008,0.48091111111111107
781730931,2.0343333333333335
50268017211,1.139833333333333
60687045711,0.24033333333333334
68788721909,0.6033666666666666
93206406,0.19266666666666665
63323076294,332.552
10544089060,0.612
55700022112,0.48166666666666663
68788786408,1.2872
50090549101,0.5977333333333334
70518175800,0.7319333333333334
62135055647,0.22396000000000002
55700083490,0.4516666666666667
904712261,0.32279166666666664
68788644509,0.2839259259259259
49999032890,0.37646666666666667
6011228,11.9242
55289084330,0.2922666666666667
71610033860,0.32291666666666663
68084042311,0.5764
378021801,0.28402777777777777
527185943,17.701249999999998
50090658700,0.11292444444444445
10370051110,0.4349166666666667
63187031378,0.2798333333333333
50090482504,0.3462222222222222
69581043,0.7215
50090219000,0.24762962962962962
76420055330,0.8675833333333334
49884017101,0.44451851851851854
55700081060,0.29055555555555557
68382075267,9.466666666666667
70518251401,0.7370833333333332
65862072190,0.377
42291036430,0.35716666666666663
63187037230,0.24020000000000002
50090235700,1.1866666666666668
43598075710,0.65476
71205092314,0.6499333333333333
43353057270,0.3750333333333334
61919006520,0.5799333333333334
14789001202,144.983
72606000902,0.40252777777777776
51079043820,0.7039333333333333
13668010670,0.4781777777777778
50090127600,12.230599999999999
713072015,1.3413333333333335
52959068820,0.35374999999999995
60687033811,0.6546666666666666
68645049659,0.1641111111111111
66267005015,0.6845333333333333
60429031890,0.31037037037037035
52817021050,0.5977333333333334
66267041390,0.3680888888888889
33261061890,1.2505714285714287
68788989501,0.0661
55700088130,0.4301666666666666
60505009704,0.6909333333333334
955172050,5.7434259259259255
13668008190,0.31230555555555556
16729027210,0.9856
43353013809,0.4053111111111111
42192061805,0.8268666666666665
71205072921,0.2796666666666667
60760044860,0.6499333333333333
50090619001,0.3154074074074074
68788721306,0.287962962962963
45129020422,7.841833333333334
378162693,0.6093611111111111
71335055603,9.152750000000001
8080850310,0.20916666666666664
51079014701,0.775
781223401,0.31133333333333335
69489012330,18.664466666666666
35356069001,0.3472
42546015552,2.5061777777777774
72162135201,2.1610555555555555
60687059501,0.20744444444444443
603243332,0.2245333333333333
33261064590,0.18215277777777777
68094005658,0.7514666666666667
72865011730,0.6242666666666667
72789003260,0.17653333333333332
58118990304,0.7780888888888888
50090231000,2.8332
63874011250,0.6845333333333333
70700024925,32.884
65026025,21.192
186504082,0.37302777777777774
33358014530,0.275962962962963
63874023202,0.43746666666666667
62037083010,0.34755555555555556
50090667104,0.6110833333333333
50090315005,1.1446999999999998
781618487,3.1769166666666666
55111059330,0.5911666666666666
72789018056,0.17464285714285713
430017015,1.5228333333333333
60505285009,0.33205555555555555
68382031405,0.7319333333333334
82667030001,594.574
8881250073,0.2464
13517075801,0.3623888888888889
270709916,164.766
143992701,1.426857142857143
49884031191,1.4629333333333332
904739646,0.5999722222222222
70710148301,0.6621666666666667
591533510,0.10741666666666667
27241005603,0.77425
50090666601,0.40373333333333333
63323097002,27.593
63323061401,19.098
63629303103,0.6968
72578009010,0.2995777777777778
51293080401,0.5924166666666667
51079020001,7.358333333333333
527135401,0.40850000000000003
68788735106,0.3381111111111111
61919016421,0.49566666666666664
50090156106,0.29055555555555557
71335124302,0.3000277777777777
60687062001,0.044444444444444446
63629866601,0.3717142857142858
66993066330,0.3375925925925926
71930004212,1.8135
60429006205,0.4269444444444444
55700020030,0.3037222222222222
62135017660,0.9000833333333333
270008320,58.676
60687041771,0.07908333333333334
82009008805,0.6699166666666667
80425016401,1.2872
50090045405,0.6922500000000001
68788724008,0.17464285714285713
71205054230,1.7475
68094076359,1.5773333333333333
60429076560,0.72925
72789012330,0.2922666666666667
781931491,5.104399999999999
63874022872,0.31703333333333333
68788775708,0.3115277777777778
71335013502,0.6666666666666665
66267032330,0.2642888888888889
59762159905,0.9219047619047619
10544091330,0.20306666666666667
52959036810,1.6351333333333333
68788686302,0.32291666666666663
33261048814,0.9121
49999042710,0.20744444444444443
904716507,3.485555555555556
57237001405,0.3037222222222222
57841130001,15.524066666666668
33342019310,0.5691666666666667
55700072490,0.3252888888888889
80425010401,0.49113333333333326
63187099224,0.2863555555555556
71205086430,1.0885
63629379501,2.9013999999999998
71205092967,0.24020000000000002
70518322100,15.898000000000001
68788720403,0.23551851851851854
70069010105,1.1818000000000002
68788704409,0.24020000000000002
55289005840,0.6845333333333333
33261097560,0.15340740740740738
904679961,0.3093611111111111
38779782002,0.165446
72162202809,0.37433333333333335
55700071620,0.3472
440529560,0.42497222222222225
52959009603,0.2362222222222222
52959062260,1.1179999999999999
55566650003,15.805619047619048
16714035401,0.2659722222222222
409127332,5.3309999999999995
703523313,38.1955
53002021820,0.6845333333333333
72162212201,0.5517
33342002407,1.03775
16729002215,0.32275
378705001,1.1942000000000002
378685677,3.9488888888888884
66993041630,1.3820000000000001
378617301,0.98825
31722082830,0.6828333333333333
52959007642,0.24033333333333334
24201020105,44.251000000000005
440737791,0.31703333333333333
440735003,0.5799333333333334
68788771703,0.3542444444444444
53002117803,0.3093611111111111
71205050530,0.29055555555555557
43353034380,0.2955
63629217201,1.5955555555555556
8080819112,0.2464
76282015310,0.6110833333333333
187511045,0.6075555555555555
10544002430,0.2863555555555556
13668010230,0.25307407407407406
33261084490,0.6585333333333333
58657047206,0.27073399882560184
65862024901,0.33205555555555555
69097087803,0.6666666666666665
33261005114,0.27855555555555556
63629101006,1.2872
16714078701,0.7370833333333332
51079096601,0.20744444444444443
49452258801,5.9462
43353007230,0.35374999999999995
80425000703,2.757142857142857
71335069801,0.2839259259259259
51079030120,0.3465666666666667
69367021301,0.3640833333333333
50090657600,0.28777777777777774
68462010810,0.36794444444444446
781343395,0.10433333333333333
43063039440,0.17464285714285713
8080457500,7.841833333333334
43975033310,1.3511666666666666
71610020060,0.2782222222222222
50268054211,0.3811555555555555
80425030902,0.7107500000000001
53002156301,0.36241071428571425
68788871705,0.35374999999999995
406889401,0.654625
63874022060,1.9781666666666669
62756014201,0.23551851851851854
60687072801,0.29711111111111116
75826012310,0.9142500000000001
71335185105,0.31133333333333335
173077800,10.043142857142858
50090389800,0.30383333333333334
43353024253,0.6498333333333334
43353086953,0.3724074074074074
31722094531,0.4238095238095238
63874055801,0.28208333333333335
3999060069,0.5952000000000001
42043016101,0.9083333333333333
480347001,1.7880000000000003
68788841206,0.32495555555555555
72888003705,0.1641111111111111
65862074960,0.5276666666666667
264320055,0.032238
55111035790,0.2858518518518518
71335042003,0.1547777777777778
54054618,0.616361111111111
78047134,0.4209444444444445
71205087211,0.24886111111111112
13668000810,0.7073333333333333
65862055090,0.4209444444444445
72189048530,0.2846222222222223
60505458503,0.5691666666666667
65862069701,0.3724074074074074
50268016511,1.3265
53002030910,0.2796666666666667
49999051715,0.6868666666666666
65162084306,10.526
33261000124,0.69525
38779732601,0.165446
50228011530,0.3151481481481481
60505708602,48.72
71335022008,0.24020000000000002
440769360,0.2507222222222222
71610049815,0.31747222222222227
68084025211,0.6845
50090666602,0.40373333333333333
16714056401,1.5955555555555556
53002129203,0.6498333333333334
68180098430,1.1435000000000002
33261067660,0.38062222222222225
43353061710,0.7073333333333333
50090584500,0.691
10544061420,1.0796
50090219803,0.7831
63874021330,18.27493333333333
33261008503,1.0796
52959073004,1.2872
68788818208,0.24033333333333334
50742035001,0.98825
50090558801,1.0921428571428569
58118060509,0.3750333333333334
63874032642,0.40373333333333333
77771018401,0.044444444444444446
57237014701,0.6485
43353098130,0.3241111111111111
10135064401,0.2922666666666667
68788704201,0.2727777777777778
25021016224,28.918
38779782302,0.165446
50090298002,2.1464666666666665
